,2024-05-21,2024-05-22,2024-05-23,2024-05-24,2024-05-25,2024-05-26,2024-05-27,Tipo,SaldoFinal
Cajero_500,23760.94140871437,356262.75286950107,331006.7331520094,26417.319859728603,13260.444036611112,330618.47643967374,185263.1541831566,A,348460.0
Cajero_501,24495.55128773157,368326.4741056321,341240.36876484315,27234.05619236383,13670.413196582049,340840.10843650723,190990.87939992436,A,387930.0
Cajero_502,24544.467135871928,369061.99549324205,341921.8011548224,27288.440637167845,13697.712025176888,341520.7415354966,191372.274402763,A,441730.0
Cajero_503,22993.71926494135,346820.83913782774,326180.56624613283,25564.325341250245,12832.274709219908,319943.0653984265,179281.15238156027,A,417440.0
Cajero_504,22022.90566336713,331146.62729030394,306794.6649400228,24484.978652252677,12290.485593535528,306434.8079460655,171711.75574622382,A,470890.0
Cajero_505,24460.297523165314,367796.3821452954,340749.2588698409,27194.861197570197,13650.738867856197,340349.5745923648,190716.00714179143,A,292730.0
Cajero_506,23577.17750622651,353507.46499381284,329865.9650540888,26213.0118861012,13157.889558529876,328061.5179244332,183830.35404218992,A,463040.0
Cajero_507,23522.97389124876,353702.34913561086,327691.6771869415,26152.74852322385,13127.639746848134,327307.3088931826,183407.73052293723,A,341810.0
Cajero_508,23181.007376257367,346727.7673606295,324323.1878402614,25772.551516192336,12936.795968546689,322549.06105126947,180741.4306443856,A,486250.0
Cajero_509,23891.38120434953,358218.51884179004,332823.85183781927,26562.342304103124,13333.239536604751,332433.4637231398,186280.18829618685,A,357770.0
Cajero_510,22470.633487482213,337878.87058126787,313031.83045684185,24982.76066081445,12540.35236662282,312664.65753503377,175202.67251944143,A,255440.0
Cajero_511,23930.60213895032,359831.6365910424,334810.6942319786,26605.947982713424,13355.127853207672,332979.19823000144,186585.99242781475,A,585160.0
Cajero_512,24800.941649816243,372918.4652786915,345494.67268112994,27573.58797852068,13840.844651131189,345089.422236623,193371.99640887385,A,260490.0
Cajero_513,27068.092198590897,356974.3482909836,329597.7235756292,25773.04164867408,12937.04199556151,322555.1951653745,180744.86791546448,A,418610.0
Cajero_514,23567.482841725778,352508.43828258314,329730.3279592514,26202.233396787866,13152.479185520891,327926.6227975233,183754.76511272544,A,577700.0
Cajero_515,23787.822683600367,355804.1510268023,332813.0809546272,26447.206353899248,13275.44586819375,330992.5123835654,185472.74645848697,A,412620.0
Cajero_516,23364.771538725658,350322.72860622127,326894.21411255165,25976.859778864942,13039.350591717124,325106.0231839734,182174.23281240975,A,338780.0
Cajero_517,23590.83925056086,352857.7896009924,330057.1051716021,26228.200958946185,13165.513869076834,328251.61245897354,183936.8741418564,A,440410.0
Cajero_518,22296.126857761763,335254.9079327856,310600.8295792441,24788.74488611633,12442.964163115996,310236.5081172823,173842.05098127184,A,569740.0
Cajero_519,23086.702296303327,346268.40303474566,327499.58982259163,25667.70350454624,12884.166436173024,321236.8654897127,180006.137531741,A,448440.0
Cajero_520,22984.905901360613,345611.70919790654,320196.0092130613,25554.52667878366,12827.356170323392,319820.43301660084,179212.4349217659,A,441830.0
Cajero_521,24293.28096074428,364244.45489911566,338422.5999316142,27009.17284981261,13557.530701518175,338025.64472536114,189413.78537276672,A,272750.0
Cajero_522,23743.31315833904,355138.4039317926,332190.35257670534,26397.72084129233,13250.606108746866,330373.1904814645,185125.70738712745,A,556540.0
Cajero_523,23067.314167995548,345027.21174521383,322732.5173771207,25646.14786084602,12873.346360235057,320967.0919427865,179854.9690345749,A,422690.0
Cajero_524,27793.19307212924,362566.070109574,334760.61214479123,26176.7560332182,13139.690562162814,327607.7680775203,183576.0938182773,A,281130.0
Cajero_525,22628.83858571154,340257.71583899955,315235.73946162884,25158.65245783858,12628.64305407038,314865.9814490091,176436.19163813558,A,402680.0
Cajero_526,24016.53479858542,358387.2973246093,340085.4057657226,26701.48757085218,13403.084927147112,334174.8968564265,187256.0060984645,A,266070.0
Cajero_527,23951.75490721488,359438.4418124588,339168.0920971617,26629.465546077245,13366.93273479745,333273.5256262023,186750.9197554399,A,345650.0
Cajero_528,24242.16231352497,361219.3086983369,343070.9320635256,26952.33934178108,13529.002540574596,337314.3610699456,189015.2152295,A,422580.0
Cajero_529,22627.51499036557,338091.60112319473,315217.30084154435,25157.180889813648,12627.904385441454,314847.56445663574,176425.8716156904,A,195840.0
Cajero_530,23586.43235857388,351221.1298985785,333791.15396792494,26223.301394017133,13163.054482322596,328190.2933433077,183902.51377306425,A,490320.0
Cajero_531,23116.668671070933,347592.95533585735,322031.55786421354,25701.02000045671,12900.889992228773,321653.82864784973,180239.7842132165,A,449860.0
Cajero_532,23717.313033788618,356624.52264832816,330398.9590066798,26368.814006549263,13236.096027238927,330011.4151873699,184922.98540736616,A,425580.0
Cajero_533,22920.12625011904,344637.65230670467,319293.58281659125,25482.504920983152,12791.204111984276,318919.0651276194,178707.3504510177,A,279780.0
Cajero_534,22314.19353410247,335526.5668604502,310852.5111692781,24808.83134479172,12453.046766596326,310487.8944955973,173982.91616783626,A,567280.0
Cajero_535,24343.07761805357,363724.8761809778,339116.302616803,27064.536574736507,13585.321089790335,338718.5337270296,189802.04801111124,A,272820.0
Cajero_536,22980.057616027952,346466.4438115584,325209.84239123657,25549.1363744939,12824.650451925228,319752.9721916084,179174.63302588736,A,532480.0
Cajero_537,23129.0082271723,347778.4986264516,322203.4566153364,25714.739069699368,12907.77641942474,321825.5257691044,180335.99526164416,A,383940.0
Cajero_538,23405.43338686256,348537.7354584374,317185.47800279007,24802.46054564972,12449.848878773506,310408.1625652874,173938.23811760324,A,317510.0
Cajero_539,22932.46574935461,347977.5348594832,324536.330439328,25496.22392700265,12798.090507444736,319090.7614576225,178803.56105606494,A,529090.0
Cajero_540,23396.499686783787,352745.07051124354,331103.2593033476,26012.13500729091,13057.057353603075,325547.5003035367,182421.61597305693,A,426380.0
Cajero_541,23364.771538725658,349476.4027732038,326894.21411255165,25976.859778864942,13039.350591717124,325106.0231839734,182174.23281240975,A,472000.0
Cajero_542,22948.771529685357,348224.95898323273,324767.087051867,25514.352628519577,12807.190394685304,319317.6460813156,178930.69660358084,A,458820.0
Cajero_543,23784.29629382973,356731.3421063328,336591.29051564995,26443.28572782141,13273.477869813534,330943.4448995275,185445.251331903,A,438050.0
Cajero_544,23673.24601015928,358693.7810272519,335820.0863246668,26319.820465491357,13211.503217945496,329398.25041569886,184579.3965043591,A,443000.0
Cajero_545,23516.804473842545,345048.7921758334,331310.4934232336,26145.889389565604,13124.19673451767,325522.9689728284,183359.6278106546,A,366170.0
Cajero_546,24635.24752865685,368647.7358995655,341407.1605877615,27389.369915681687,13748.37450935374,341004.6176056244,192080.0856639428,A,318610.0
Cajero_547,23294.70267956913,347589.6869687874,322829.2425037153,25898.95750080683,13000.24674605832,322448.604189701,181627.9085892209,A,451270.0
Cajero_548,23674.567532305413,354271.8906734522,328093.5931309587,26321.28972854098,13212.240729568482,327706.7477784135,184589.7003621442,A,340700.0
Cajero_549,24014.331241604777,359356.19607888185,332802.2027411413,26699.03766499258,13401.855171830572,332409.8056076934,187238.82504870585,A,538360.0
Cajero_550,30333.50725778413,342916.56294062047,334738.4534233072,26369.304491998904,13236.342231429597,328304.54378842755,184926.4251537887,A,452710.0
Cajero_551,24588.97490279037,367955.3012593223,340765.89218598715,27337.92419485616,13722.550803332371,340364.1053042621,191719.29976439013,A,531200.0
Cajero_552,23855.246479807152,356975.6136558883,330597.52926445194,26522.167861522787,13313.073564039509,330207.7315956269,185998.44722671036,A,449840.0
Cajero_553,22609.44927241121,336188.7072991941,313332.669767893,25137.095496668364,12617.822316814863,312963.22857904324,176285.01390162774,A,252290.0
Cajero_554,23727.889547527608,354053.4435534437,328832.5553757119,26380.572932327403,13241.998540364391,328444.8387348634,185005.4500817173,A,232840.0
Cajero_555,23447.61908870983,351973.6404239077,330925.92512934946,26068.969354402387,13085.58593573142,324565.2949825981,182820.19200074335,A,257350.0
Cajero_556,23916.06015084943,356861.21328568953,331440.3144944891,26589.780258360686,13347.012298521686,331049.52312278096,186472.60910106337,A,377330.0
Cajero_557,23107.855872753604,343964.6503840725,321630.772220668,25691.22196644772,12895.971768792975,319862.2439822444,180171.0711607594,A,475190.0
Cajero_558,24137.28015204301,359287.8185859375,335958.99582193035,26835.73177309137,13470.470178205303,334111.6820000555,188197.4530154755,A,345740.0
Cajero_559,23825.279106081067,357897.5052721037,339019.7287873989,26488.850254974262,13296.349450487623,333362.1513468133,185764.7927563936,A,368710.0
Cajero_560,22829.3460471511,343239.01387427,321174.3170899847,25381.575853507085,12740.541733739994,319427.1042212765,177999.54066983375,A,477910.0
Cajero_561,22690.972993985262,342952.4503381194,317861.7684595734,25227.73324506109,12663.318862132406,317490.99516306125,176920.65125032386,A,360660.0
Cajero_562,24259.789302609926,366663.615007693,339838.204920885,26971.936957919737,13538.839764541202,339441.79697245534,189152.65219129613,A,323960.0
Cajero_563,23556.907082848,356040.21954420424,329992.0257618186,26190.475310261416,13146.5770936664,329607.10299552506,183672.30632399835,A,373690.0
Cajero_564,24658.60293799265,371635.06627243885,346909.1905937968,27415.33636660069,13761.408635111731,345021.978043396,192262.186900016,A,356480.0
Cajero_565,22640.29507712893,342186.5018806197,317151.85741794144,25171.38973928873,12635.036662837096,316781.91220483935,176525.51746489256,A,340720.0
Cajero_566,23399.58429526436,353662.43541347806,327788.2022636556,26015.56446269302,13058.778803836374,327405.850171109,182445.66654776692,A,298740.0
Cajero_567,23939.855664787767,356842.6635350774,341459.4600546976,26616.23601582092,13360.29203670521,334965.3010070677,186658.1418159418,A,290430.0
Cajero_568,22595.347257624515,339720.84416415246,317882.30858168745,25121.416932891003,12609.952301285351,316153.00449124555,176175.0610300314,A,527830.0
Cajero_569,29379.40658685789,364632.7104365586,334054.6756273614,24413.49272154387,12960.406062299344,324939.47781268205,181071.28991810983,A,549730.0
Cajero_570,24387.58614681692,367780.6864487623,347845.53901792923,27114.02097944095,13610.160293114232,341229.9242271452,190149.079312814,A,250710.0
Cajero_571,23039.99097600236,348227.5247995167,322750.91415718413,25615.7700449987,12858.09790470903,322374.437863812,179641.93114840958,A,509540.0
Cajero_572,23710.703329626005,358364.70336864423,332146.4484477149,26361.465363831863,13232.40730082699,331759.01263178594,184871.4497960316,A,354560.0
Cajero_573,23392.09310205888,348677.8251748997,332673.9456160932,26007.235783974607,13054.598138324856,327301.0337585913,182387.25799997544,A,423270.0
Cajero_574,23877.720783622317,359001.31867151946,335923.3615586744,26547.15470283927,13325.615964733002,334095.9127591161,186173.67851663477,A,389580.0
Cajero_575,23485.957483099683,353961.8764149643,328998.1430731619,26111.59382832722,13106.98172660163,328614.3796320763,183119.11499999696,A,282640.0
Cajero_576,23446.736903181383,354375.10218317824,328448.7297493637,26067.98854405149,13085.093607938988,328065.60717738984,182813.3136338149,A,308530.0
Cajero_577,23794.87275840064,359636.844137992,333325.5183574815,26455.044598934663,13279.3803554994,332936.70720270835,185527.7156228925,A,270980.0
Cajero_578,23206.126351425963,347998.46479197766,330994.1164588574,25800.478692568187,12950.814300512193,324698.9959904737,180937.2823360141,A,266200.0
Cajero_579,23693.957649475728,356238.4415912629,333338.09262482286,26342.847583450635,13223.061915445654,331524.70788614976,184740.88436639568,A,475820.0
Cajero_580,22247.210711554344,336245.4059919972,311645.41696567583,24734.360109922534,12415.665168176663,311281.8947995744,173460.6536544156,A,474250.0
Cajero_581,22662.771188054423,342526.20689538534,317466.7093358722,25196.378589743275,12647.580072037998,317096.39686034626,176700.76284478733,A,495400.0
Cajero_582,22503.685308825025,340121.7753132589,315238.1879356569,25019.50754391729,12558.79784063353,314870.4749430129,175460.3763102189,A,511960.0
Cajero_583,23164.262050141533,347756.40391910746,329613.8443051781,25753.934129425197,12927.45078074397,324113.23271447304,180610.8679751428,A,483530.0
Cajero_584,22897.65100642461,344265.9783267488,322135.2643989099,25457.51703471266,12778.661186765425,320382.823903287,178532.11183289054,A,275310.0
Cajero_585,23337.44909018958,352723.3209542477,326917.79418666824,25946.482789590274,13024.1025510977,326536.4573910338,181961.20072295124,A,262670.0
Cajero_586,24424.16165063008,365222.7528752219,338630.5455150934,27154.68547865598,13630.5722546221,338862.6881723211,190434.25712145845,A,467380.0
Cajero_587,23814.263009350223,357122.80240411643,330174.5619460449,26476.60260257958,13290.201616035758,330400.90774140885,185678.90067021575,A,381260.0
Cajero_588,23264.29559679089,348875.39606922306,322549.49920716934,25865.151027488413,12983.277240828627,322770.61776491645,181390.82572419013,A,374810.0
Cajero_589,23184.092274201997,347672.65318720235,321437.5144738183,25775.98129341943,12938.517580323332,321657.8707285357,180765.48347603585,A,509830.0
Cajero_590,22969.48242812427,344454.3268579474,318462.04083055665,25537.37892277417,12818.748678718464,318680.3572977617,179092.17868902354,A,528960.0
Cajero_591,23104.77057052521,345493.45164934,321728.51031836105,25687.791739739558,12894.249931394706,320557.35534042085,180147.0151769241,A,468340.0
Cajero_592,23675.44959307808,353874.5178608675,326452.08993024885,28490.346408217232,13212.732987737532,332185.92657171533,184526.6421855528,A,476320.0
Cajero_593,22976.97365595964,347183.9077345425,316821.06144473416,27649.820811097157,12822.929363556144,322385.737753862,179082.71518356865,A,486200.0
Cajero_594,24229.38217163389,363191.942980179,335858.43957451434,26938.130431015208,13521.870232413416,336004.2446718721,188843.9971027736,A,408640.0
Cajero_595,23318.498978121217,348539.21361368103,321530.2288354284,28060.802435640664,13013.526922117027,327177.6174241478,181744.5662572749,A,517980.0
Cajero_596,23302.63451735984,346697.4167470335,326665.5285542165,25907.776086417063,13004.673325347494,323152.4458364756,181620.91852408732,A,400400.0
Cajero_597,23141.347148411573,347000.2009575886,320776.5137328525,25728.457433104883,12914.662492318534,320915.7713643539,180363.84348937852,A,416450.0
Cajero_598,24007.279899394245,359862.6894637824,331027.57630372746,28889.661333094376,13397.91997721192,336841.7772382404,187112.93022875127,A,564170.0
Cajero_599,23790.90621216136,354061.78552838287,333510.3138999069,26450.634608651075,13277.166715748355,329923.61981211713,185426.5119917745,A,532700.0
Cajero_600,23668.39783709661,353769.11598715856,326354.85585371,28481.86053047674,13208.79756220268,332086.984666285,184471.68074342023,A,326390.0
Cajero_601,23197.313249529077,347839.40224565705,321552.2944464193,25790.68032104065,12945.89590765551,321691.88886499865,180800.04372603417,A,249860.0
Cajero_602,23653.414886834613,353665.38112666376,327874.60110317584,26297.77230169877,13200.435916507122,328016.9402035288,184354.9035100668,A,342090.0
Cajero_603,23608.46604388686,353884.57668966806,325528.478341018,28409.740356255817,13175.350983794797,331246.0925776166,184004.5718710976,A,235440.0
Cajero_604,22956.262847531485,344108.22562862,316535.4877043524,27624.89802751103,12811.371129755951,322095.148168194,178921.294978171,A,264950.0
Cajero_605,24456.772634818342,361268.6990014385,342633.3726721275,27190.9422407692,13648.77170738657,339157.6127720843,190616.28017902456,A,523510.0
Cajero_606,24045.78578394727,344175.1078632076,321861.658203831,25481.03439649413,12790.46596716888,317829.618420529,178629.33725374594,A,479260.0
Cajero_607,24170.33168911075,358091.5020668314,334730.73479849426,26872.47834013833,13488.915493568524,335185.3540936004,188383.7571729428,A,413130.0
Cajero_608,23342.29615176371,350534.75907136203,327809.00255468435,25951.87173331018,13026.807586543902,323702.4589328032,181930.04161766847,A,249490.0
Cajero_609,23520.330478303164,352563.4481902598,324313.20935662696,28303.68058389577,13126.164517865082,330009.47848916013,183317.64257286632,A,279790.0
Cajero_610,23427.34701824808,351288.7158686112,324740.9346710908,26046.430947342025,13074.27255166804,324881.913363351,182592.92874661757,A,385620.0
Cajero_611,23576.7372532749,348041.65012578614,330304.2933062035,26212.522414626063,13157.643863314084,326953.6027166316,183757.27742504215,A,523230.0
Cajero_612,24644.941318170942,362076.62304875976,343344.0924043388,27400.14743218836,13753.784394052462,339396.18553331745,192082.86839172247,A,544800.0
Cajero_613,23592.16020339603,350359.99709997926,323643.77389223647,28390.11838277504,13166.251062980244,328747.70550365595,183877.48402079276,A,379960.0
Cajero_614,23368.29576893044,348155.18667384854,322278.27000435506,28120.726443190968,13041.31738489248,325628.2404550996,182132.6828403843,A,453740.0
Cajero_615,22802.46532378281,342940.1846798565,317689.84118552867,25351.689972511627,12725.540209946914,317237.73540255864,177722.5958564406,A,241680.0
Cajero_616,22355.61736305557,336219.76563745644,311464.2398892753,24854.886192554084,12476.164468717898,311020.9937863568,174239.8593011624,A,461050.0
Cajero_617,23897.55132143232,359409.8509611841,332946.86237765884,26569.202215659,13336.682939408887,332473.04426203726,186257.704820528,A,395310.0
Cajero_618,23514.16102080376,352517.0887748842,325889.1933656216,26142.950409023604,13122.721483159516,327139.15299108526,183269.5577721112,A,412780.0
Cajero_619,23808.140229399974,341745.8584628143,323455.2279776291,25229.204217018934,12664.05723155936,320224.48756336066,175569.07387927236,A,417040.0
Cajero_620,21814.904762336653,331387.09057634,308032.3264252823,24253.724080343385,12174.404994697476,307843.0971632446,168780.7446592717,A,398470.0
Cajero_621,24610.569019441904,373855.6254832575,347507.8581501294,27361.932447595784,13734.601991475643,347294.3784276821,190410.64862961532,A,358860.0
Cajero_622,22284.667468095508,336320.5197479836,313305.27388081816,24776.004382404648,12436.56893690213,314472.19813105016,172415.2734438311,A,482230.0
Cajero_623,24561.654179651887,363633.4119378312,349270.5998116016,27307.54912387165,13707.303725618323,346604.1120276106,190032.19714543087,A,234630.0
Cajero_624,24193.686268469635,363436.5940919932,344247.08438723115,26898.443868292317,13501.949156135172,341411.49795621634,187185.24921067385,A,553930.0
Cajero_625,23968.059368974667,365122.0115463179,338435.448962911,26647.59278161225,13376.031886173394,338227.54256880673,185439.58602640583,A,364230.0
Cajero_626,23771.51751723068,362127.9536980344,335660.22511975403,26429.07833498177,13266.346323590958,335454.02359073947,183918.9522920182,A,314120.0
Cajero_627,23158.092553916667,347879.9464483179,329511.8302019601,25747.074908136685,12924.0077244266,326797.6190525971,179172.91634876365,A,499970.0
Cajero_628,23580.702990843085,359221.1441547853,332965.8726520602,26216.931505832363,13159.857051764082,332761.3263075357,182442.6305658236,A,461120.0
Cajero_629,22898.973928286006,348835.8942345255,323339.6748107687,25458.987853960123,12779.399479537837,323141.0419959535,177168.12948100077,A,416080.0
Cajero_630,23552.499978292843,350816.8180683812,334920.2677601442,26185.57550899991,13144.117588282672,332363.3368215678,182224.4253748441,A,503410.0
Cajero_631,24010.80579645665,357643.3285865274,339376.0688462816,26695.11808914228,13399.887700622816,338830.7628336706,185770.3128363798,A,274010.0
Cajero_632,22480.329190450677,341495.4576599243,317428.29844007,24993.54030469205,12545.763319177153,317233.29707978823,173929.0976644821,A,407090.0
Cajero_633,23985.68613290792,365390.5322223261,338684.3436136492,26667.190147428148,13385.86898448793,338476.2843195177,185575.9633507628,A,390980.0
Cajero_634,23210.97460562709,351387.2626821847,324931.2892271632,25805.868962246037,12953.520001536552,327543.86913987645,179582.06193816842,A,365250.0
Cajero_635,24025.787901116644,364972.2993566011,339250.5913735948,26711.775133329505,13408.248874407018,339042.18422426586,185886.22857420336,A,471560.0
Cajero_636,24043.416192838016,365240.0882087194,339499.50759711245,26731.37419773413,13418.086825345552,339290.94753450376,186022.6177189747,A,489300.0
Cajero_637,23111.821144830254,351088.36140000925,326345.1347932696,25695.630540122387,12898.184697462675,326144.65567556414,178814.91694573523,A,508100.0
Cajero_638,23047.040432491103,351091.49361475644,325430.4137002045,25623.60760259784,12862.032046949002,325230.49651052593,178313.7120591094,A,442970.0
Cajero_639,28141.726901700946,359663.08907104965,336959.33589504764,26505.019324245764,13304.465680269348,336417.9130643406,184447.4227518816,A,478390.0
Cajero_640,23421.618245469865,356797.6962926613,330719.55323192273,26040.06172062316,13071.075453139105,330516.38683790894,181211.80044850035,A,557510.0
Cajero_641,23758.737902284884,352951.6447855451,335813.26417693566,26414.870010071576,13259.214309506033,335273.6828425984,183820.07709863517,A,482690.0
Cajero_642,23303.517100098456,354998.57993116934,329051.93327398214,25908.757338384643,13005.16587481394,328849.7913259986,180298.0582397645,A,303680.0
Cajero_643,23277.957701585125,354609.2159507387,330092.20973894006,25880.34050109126,12990.9017525401,328489.10745019466,180100.30654838093,A,523290.0
Cajero_644,24815.925415911905,367397.8781469305,352886.3769312448,27590.24686988545,13849.206752125065,350192.2846894942,191999.48002238825,A,347180.0
Cajero_645,23304.83829729305,346561.41281200136,327648.0905956988,25910.22624015444,13005.903205088816,328868.4355254933,180308.28027138804,A,290570.0
Cajero_646,23787.822683600367,362376.341565064,335890.458457205,26447.206353899248,13275.44586819375,335684.1154921112,184045.1044871184,A,491380.0
Cajero_647,23072.60035700986,350492.5640354316,325791.3267135109,25652.025024701943,12876.296462774577,325591.18780910526,178511.46782016862,A,521350.0
Cajero_648,22555.6846608046,341466.93215377536,315757.8611309061,25077.32021598757,12587.817502986312,318296.68294530874,174512.11888502137,A,286000.0
Cajero_649,23864.50057839664,363544.4289249189,336973.1709685273,26532.45653141371,13318.238067177002,336766.1628755494,184638.357234431,A,567470.0
Cajero_650,23474.94009521552,357609.98487801524,331472.4721011726,26099.344740433426,13100.833171586297,331268.8431768665,181624.34873164567,A,497730.0
Cajero_651,24169.450044354307,360239.4763351861,343693.3950931401,26871.4981310156,13488.423467568717,341069.48618140054,186997.73484843023,A,279320.0
Cajero_652,23366.97441017669,346854.3115102417,332282.0648939057,25979.30892255545,13040.57996445509,329745.2751745396,180789.02403428723,A,478060.0
Cajero_653,23110.940621166606,352064.9293472125,326332.70156215806,25694.65157742615,12897.693297119404,326132.23008238844,178808.1043815155,A,573720.0
Cajero_654,22740.770910824795,344628.067400584,319717.7372593662,25283.09837032568,12691.109953319905,320908.5451133673,175944.12124510203,A,459650.0
Cajero_655,23566.160352589748,351247.5976519372,335114.5204391142,26200.763058642733,13151.74113424272,332556.1064888106,182330.11495594817,A,424030.0
Cajero_656,23573.211520689405,359107.0214129378,332860.0910772642,26208.602519204047,13155.676231694031,332655.6097160795,182384.66946423243,A,447160.0
Cajero_657,23930.161884341487,355860.4700733147,336439.6589682059,26605.458509395798,13354.882157067024,337692.74862075713,185146.3752264144,A,477000.0
Cajero_658,23987.890373721453,365424.110945884,338715.4680871773,26669.640813570422,13387.099121436138,338507.38967277616,185593.01744336452,A,346090.0
Cajero_659,22535.41421750708,340104.7932718292,316830.5801978898,25054.783618001908,12576.505027006491,318010.63466256065,174355.28755563434,A,461350.0
Cajero_660,23579.381886322404,345157.4050538272,335302.5327359838,26215.46270709705,13159.119773208417,332742.6834158176,182432.4092512131,A,519460.0
Cajero_661,23637.55140793545,356738.26349296374,332325.780868744,26280.13534914884,13191.582867692689,333563.5481360149,182882.46371082615,A,338490.0
Cajero_662,22633.685164152925,341587.89980233385,318212.1940764672,25164.04086441343,12631.347819891123,319397.39444474643,175115.60458355432,A,384650.0
Cajero_663,23912.53399484505,357369.5638889654,340246.6253670511,26585.85989218324,13345.044430601129,337443.9909865545,185009.9891936357,A,355950.0
Cajero_664,23477.584690606996,357650.27182716684,332923.0128005537,26102.28499103858,13102.309060465654,331306.1626355084,181644.80982392907,A,344070.0
Cajero_665,23922.66969874956,364430.5593331501,337794.53460332804,26597.12872734609,13350.70093772707,337587.0219333263,185088.40858951607,A,324690.0
Cajero_666,23285.88932908713,351430.9743757602,327381.6826862241,25889.15885290336,12995.328214471909,328601.03536380985,180161.67312369877,A,356450.0
Cajero_667,24545.34837597248,373916.2539267195,343052.992816601,27289.420396395777,13698.203825347391,342840.07883828,189906.0400194998,A,310330.0
Cajero_668,23464.80515564538,357455.5923397716,327951.00363629,26088.076755054477,13095.177091018084,327747.4626255987,181545.93524937925,A,416300.0
Cajero_669,22893.24507479785,348748.62265040405,324748.3961242092,25452.61853750827,12776.202335966507,326564.68804193364,177123.80564973457,A,289510.0
Cajero_670,23210.092069791648,348661.08111024275,331761.95164976513,25804.887762425224,12953.027478245707,331084.4072752318,179575.23380588376,A,256090.0
Cajero_671,22947.008138813017,339728.70077271084,327803.19073156,25512.39209758307,12806.206286119272,327331.6006474173,177539.7675839489,A,402060.0
Cajero_672,24341.755312360216,362572.8543785904,343879.26630846073,27063.06644054221,13584.583140887373,345468.8051379604,188330.8514381924,A,365910.0
Cajero_673,23041.313961418477,349339.7902716684,322390.9843528636,25617.24093490605,12858.836232949898,327012.3744534521,178269.40666046392,A,229480.0
Cajero_674,23637.55140793545,358379.6160761832,330733.4589883168,26280.13534914884,13191.582867692689,335474.4362720645,182882.46371082615,A,251710.0
Cajero_675,22509.85348396889,337192.5749352718,317999.74165575585,25026.365296433218,12562.240159685469,319469.65562457097,174157.52553523527,A,494580.0
Cajero_676,22605.48311457957,340348.1124036362,317653.60085703176,25132.68593821484,12615.608893825338,320826.8730396223,174897.4068430752,A,227450.0
Cajero_677,23419.414964230626,346722.64769879525,329875.447760088,26037.61212133175,13069.845851707603,332378.548748888,181194.7537800732,A,272830.0
Cajero_678,23508.432488380604,353091.3869596719,330341.8994669611,26136.58144953053,13119.524518767304,333641.9242659699,181883.4775759111,A,351900.0
Cajero_679,22976.091120099496,348350.9172522978,321478.395077342,25544.72644014568,12822.436840251514,326086.70345031255,177764.7810457046,A,383410.0
Cajero_680,24052.228849620515,364666.7284670485,336535.5703105108,26741.172074385264,13423.004969793958,341359.7193364235,186090.80077044253,A,340460.0
Cajero_681,24102.025756066803,365421.7219054978,337232.3219677222,26796.536076298675,13450.79549710384,342066.45874567353,186476.0767568976,A,458150.0
Cajero_682,23361.24555550038,350880.6722172617,328273.6198822461,25972.93960478261,13037.382820220677,331552.9831365588,180744.70019382832,A,526260.0
Cajero_683,24535.41293267249,349386.9211511398,333491.59996467055,25999.88648684477,13050.9090834239,335018.69332728785,180932.2225225903,A,496780.0
Cajero_684,22874.736524259453,346814.2343481406,323113.80019680475,25432.04080486281,12765.873132489609,327701.7799059391,176980.6059898475,A,289780.0
Cajero_685,22427.44868836452,336403.38941088115,319829.43466267415,24934.7479734488,12516.251906877467,321293.9675231563,173519.96406443696,A,558970.0
Cajero_686,23643.2795944892,356597.3033792786,329729.3868958568,26286.50392410568,13194.779639063006,333048.3410213723,182926.7823820568,A,371880.0
Cajero_687,22530.125092314443,341589.4244452648,312849.15695796226,25048.903189714634,12573.553285852253,317368.0180455282,174314.36587853628,A,477110.0
Cajero_688,23541.48299405419,353587.7981471797,328309.73060344707,26173.326869877583,13137.96925853277,331614.3949073823,182139.1875604252,A,288650.0
Cajero_689,22832.871988504045,346179.50717220333,317053.0444577643,25385.495981035925,12742.50948186844,321632.6274083012,176656.7023287226,A,497850.0
Cajero_690,23133.41426287921,348541.967724485,321226.31898612337,25719.637682619654,12910.235328308436,325866.18161923095,178981.98173852364,A,280560.0
Cajero_691,22422.599226958475,336782.414744192,312705.76766515034,24929.356361605336,12513.545532139342,315853.36729961226,173482.44404240494,A,388790.0
Cajero_692,23630.50059799412,358272.71555522,328128.7680510454,26272.29628678652,13187.647970121436,332868.331155753,182827.9119735936,A,397090.0
Cajero_693,22509.41428175157,341275.4184718857,312561.5704666329,25025.876993160284,12561.995050860727,317076.2775925338,174154.12745130586,A,320480.0
Cajero_694,24203.381678730675,365044.984762033,337540.57552973303,26909.223186738986,13507.359945336117,340938.1546664605,187260.2620783193,A,472030.0
Cajero_695,23397.82156226012,351430.0356409023,326306.2270016421,26013.60466317164,13057.79506241165,329590.7246573836,181027.68679059905,A,216900.0
Cajero_696,23013.549472292398,346736.0125162626,319561.8986364636,25586.37248666702,12843.341499474123,324177.7200209881,178054.59430162777,A,325360.0
Cajero_697,24052.670622170022,364673.42638063326,333990.9430551873,26741.663235343283,13423.25151306297,338815.1806873006,186094.21874089396,A,298010.0
Cajero_698,23016.63505903754,339590.3017745348,324694.20578964043,25589.803029699782,12845.06349565476,324221.1847840909,178078.46732029231,A,391760.0
